Report type:,Route,,,,,,
,,,,,,,
Device:,HR02AM4455,,Distance:,654.5 km,,,
Group:,,,,,,,
Period:,2021-04-01 00:00:00 - 2021-04-30 23:59:59,,,,,,
,,,,,,,
Valid,Time,Latitude,Longitude,Altitude,Speed,Address,Attributes
TRUE,2021-04-13 18:43:35,28.628999,77.300411,0 m,0.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, New Delhi, Delhi 110092, India",hours=1953692  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=11150.06  ignition=false  batteryLevel=100
TRUE,2021-04-13 19:08:35,28.628999,77.300411,0 m,0.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, New Delhi, Delhi 110092, India",hours=1953692  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=11150.06  ignition=false  batteryLevel=100
TRUE,2021-04-13 19:33:35,28.628999,77.300411,0 m,0.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, New Delhi, Delhi 110092, India",hours=1953692  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=11150.06  ignition=false  batteryLevel=100
TRUE,2021-04-13 19:35:55,28.629045,77.300623,0 m,0.0 km/h,"Indraprastha Extension, I.P.Extension, Patparganj, Delhi, 110092, India",hours=1953692  charge=true  motion=false  blocked=false  distance=21.350000000000364  alarm=parking  totalDistance=11171.41  ignition=true  batteryLevel=100
TRUE,2021-04-13 19:36:55,28.629031,77.300314,0 m,0.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, New Delhi, Delhi 110092, India",hours=2013709  charge=true  motion=false  blocked=false  distance=30.280000000000655  totalDistance=11201.69  ignition=true  batteryLevel=100
TRUE,2021-04-13 19:37:25,28.629726,77.299862,0 m,21.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, New Delhi, Delhi 110092, India",hours=2065694  charge=true  motion=true  blocked=false  distance=89.02  alarm=parking  totalDistance=11290.71  ignition=true  batteryLevel=100
TRUE,2021-04-13 19:37:45,28.630518,77.299608,0 m,9.0 km/h,"Prince Apartments, Indraprastha extension, plot no. 54, New Delhi, India, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2066469  charge=true  motion=true  blocked=false  distance=91.63000000000102  alarm=parking  totalDistance=11382.34  ignition=true  batteryLevel=100
TRUE,2021-04-13 19:38:05,28.631009,77.300803,0 m,22.0 km/h,"Prince Apartments, Indraprastha extension, plot no. 54, New Delhi, India, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2084160  charge=true  motion=true  blocked=false  distance=129.0  alarm=parking  totalDistance=11511.34  ignition=true  batteryLevel=100
TRUE,2021-04-13 19:38:45,28.631932,77.303398,0 m,23.0 km/h,"369, Link Rd IP Ext, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2123756  charge=true  motion=true  blocked=false  distance=273.59000000000015  totalDistance=11784.93  ignition=true  batteryLevel=100
TRUE,2021-04-13 19:38:55,28.632097,77.303647,0 m,8.0 km/h,"Kakateeya Apartment, 86, Link Rd, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2133774  charge=true  motion=true  blocked=false  distance=30.47  alarm=parking  totalDistance=11815.4  ignition=true  batteryLevel=100
TRUE,2021-04-13 19:39:15,28.632601,77.303435,0 m,10.0 km/h,"369, Link Rd IP Ext, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2153775  charge=true  motion=true  blocked=false  distance=59.780000000000655  alarm=parking  totalDistance=11875.18  ignition=true  batteryLevel=100
TRUE,2021-04-13 19:39:45,28.633062,77.302934,0 m,0.0 km/h,"Link Rd IP Ext, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2167267  charge=true  motion=false  blocked=false  distance=80.39999999999964  totalDistance=11955.58  ignition=false  batteryLevel=100
TRUE,2021-04-13 19:44:35,28.633234,77.302894,0 m,0.0 km/h,"Link Rd IP Ext, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2167267  charge=true  motion=false  blocked=false  distance=19.579999999999927  alarm=parking  totalDistance=11975.16  ignition=true  batteryLevel=100
TRUE,2021-04-13 19:45:05,28.632869,77.301718,0 m,22.0 km/h,"369, Link Rd IP Ext, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2197324  charge=true  motion=true  blocked=false  distance=121.85000000000036  alarm=parking  totalDistance=12097.01  ignition=true  batteryLevel=100
TRUE,2021-04-13 19:45:15,28.632989,77.301423,0 m,14.0 km/h,"369, Link Rd IP Ext, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2207284  charge=true  motion=true  blocked=false  distance=31.789999999999054  alarm=parking  totalDistance=12128.8  ignition=true  batteryLevel=100
TRUE,2021-04-13 19:45:17,28.632989,77.301423,0 m,0.0 km/h,"369, Link Rd IP Ext, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2208705  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=12128.8  ignition=false  batteryLevel=100
TRUE,2021-04-13 19:46:25,28.633033,77.301137,0 m,0.0 km/h,"369, Link Rd IP Ext, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2208705  charge=true  motion=false  blocked=false  distance=28.43000000000029  totalDistance=12157.23  ignition=false  batteryLevel=100
TRUE,2021-04-13 19:52:15,28.633173,77.301363,0 m,0.0 km/h,"369, Link Rd IP Ext, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2208705  charge=true  motion=false  blocked=false  distance=27.079999999999927  totalDistance=12184.31  ignition=false  batteryLevel=100
TRUE,2021-04-13 20:17:15,28.633173,77.301363,0 m,0.0 km/h,"369, Link Rd IP Ext, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2208705  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=12184.31  ignition=false  batteryLevel=100
TRUE,2021-04-13 20:22:15,28.633173,77.301363,0 m,0.0 km/h,"369, Link Rd IP Ext, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2208705  charge=true  motion=false  blocked=false  distance=0.0  alarm=parking  totalDistance=12184.31  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:26:05,28.633167,77.301084,0 m,0.0 km/h,"69, Link Rd IP Ext, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2215193  charge=true  motion=false  blocked=false  distance=27.26000000000022  alarm=parking  totalDistance=12211.57  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:26:25,28.633669,77.300871,0 m,6.0 km/h,"304, A 84, I.P Extension, Delhi, 110092, India",hours=2235209  charge=true  motion=true  blocked=false  distance=59.63000000000102  alarm=parking  totalDistance=12271.2  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:26:39,28.633952,77.301205,0 m,23.0 km/h,"69, Indraprastha Extension, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2249329  charge=true  motion=true  blocked=false  distance=45.42000000000007  alarm=parking  totalDistance=12316.62  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:26:44,28.634106,77.301483,0 m,21.0 km/h,"Indraprastha Extension, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2253509  charge=true  motion=true  blocked=false  distance=32.10999999999876  alarm=parking  totalDistance=12348.73  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:26:55,28.634424,77.302168,0 m,21.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2266235  charge=true  motion=true  blocked=false  distance=75.76000000000022  alarm=parking  totalDistance=12424.49  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:27:15,28.634791,77.302738,0 m,0.0 km/h,"C 38, Madhu Vihar Rd, Madhu Vihar, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2281131  charge=true  motion=false  blocked=false  distance=72.03000000000065  totalDistance=12496.52  ignition=false  batteryLevel=100
TRUE,2021-04-13 20:49:05,28.634791,77.302738,0 m,0.0 km/h,"C 38, Madhu Vihar Rd, Madhu Vihar, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2281131  charge=true  motion=false  blocked=false  distance=0.0  alarm=parking  totalDistance=12496.52  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:54:34,28.634926,77.303107,0 m,0.0 km/h,"Narwana Rd, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2369359  charge=true  motion=false  blocked=false  distance=39.0  alarm=parking  totalDistance=12535.52  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:54:45,28.634958,77.303452,0 m,7.0 km/h,"Madhu Vihar Market Main Rd, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2392907  charge=true  motion=true  blocked=false  distance=33.94999999999891  alarm=parking  totalDistance=12569.47  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:54:55,28.634900,77.303773,0 m,12.0 km/h,"C14, Madhu Vihar Rd, Madhu Vihar, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2394091  charge=true  motion=true  blocked=false  distance=32.030000000000655  alarm=parking  totalDistance=12601.5  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:55:15,28.634728,77.304563,0 m,15.0 km/h,"C14, Madhu Vihar Rd, Madhu Vihar, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2411186  charge=true  motion=true  blocked=false  distance=79.46999999999935  totalDistance=12680.97  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:55:21,28.634412,77.304705,0 m,22.0 km/h,"Maharaja Agarsen Marg, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2416127  charge=true  motion=true  blocked=false  distance=37.83  alarm=parking  totalDistance=12718.8  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:55:35,28.633593,77.305086,0 m,26.0 km/h,"Maharaja Agarsen Marg, I.P.Extension, Patparganj, Delhi, Uttar Pradesh 110092, India",hours=2430680  charge=true  motion=true  blocked=false  distance=98.47000000000116  totalDistance=12817.27  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:55:45,28.633011,77.305384,0 m,25.0 km/h,"Plot No. 72, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2440677  charge=true  motion=true  blocked=false  distance=71.1  alarm=parking  totalDistance=12888.37  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:56:55,28.629438,77.307102,0 m,9.0 km/h,"19, Mandawali Main Rd, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2511258  charge=true  motion=true  blocked=false  distance=432.2099999999991  totalDistance=13320.58  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:57:02,28.629473,77.307431,0 m,20.0 km/h,"19, Mandawali Main Rd, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2523514  charge=true  motion=true  blocked=false  distance=32.37  alarm=parking  totalDistance=13352.95  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:57:45,28.629969,77.308759,0 m,0.0 km/h,"1, Ip. Extension, Patparganj, Delhi, East, Delhi 110092, India",hours=2541363  charge=true  motion=false  blocked=false  distance=141.0599999999995  totalDistance=13494.01  ignition=false  batteryLevel=100
TRUE,2021-04-13 20:59:15,28.629969,77.308759,0 m,0.0 km/h,"1, Ip. Extension, Patparganj, Delhi, East, Delhi 110092, India",hours=2541363  charge=true  motion=false  blocked=false  distance=0.0  alarm=parking  totalDistance=13494.01  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:59:23,28.630010,77.309037,0 m,13.0 km/h,"19, Mandawali Main Rd, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2548623  charge=true  motion=true  blocked=false  distance=27.51000000000022  alarm=parking  totalDistance=13521.52  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:59:35,28.630293,77.309874,0 m,21.0 km/h,"Mandawali Main Rd, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2568160  charge=true  motion=true  blocked=false  distance=87.64999999999964  alarm=parking  totalDistance=13609.17  ignition=true  batteryLevel=100
TRUE,2021-04-13 20:59:55,28.630644,77.310913,0 m,15.0 km/h,"Mandawali Main Rd, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2581357  charge=true  motion=true  blocked=false  distance=108.81999999999971  totalDistance=13717.99  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:00:12,28.630923,77.311066,0 m,12.0 km/h,"Mandawali Main Rd, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2597654  charge=true  motion=true  blocked=false  distance=34.5  alarm=parking  totalDistance=13752.49  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:00:35,28.632291,77.310454,0 m,22.0 km/h,"Rd Number 57 A, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2621617  charge=true  motion=true  blocked=false  distance=163.73999999999978  totalDistance=13916.23  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:00:45,28.632763,77.310328,0 m,15.0 km/h,"Rd Number 57 A, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2632693  charge=true  motion=true  blocked=false  distance=54.05  alarm=parking  totalDistance=13970.28  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:01:35,28.633200,77.310200,0 m,0.0 km/h,"Azaad Apartments, Hasanpur, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2651454  charge=true  motion=false  blocked=false  distance=50.19999999999891  totalDistance=14020.48  ignition=false  batteryLevel=100
TRUE,2021-04-13 21:09:55,28.633457,77.310211,0 m,0.0 km/h,"Azaad Apartments, Hasanpur, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2651454  charge=true  motion=false  blocked=false  distance=28.649999999999636  alarm=parking  totalDistance=14049.13  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:10:35,28.634212,77.310012,0 m,9.0 km/h,"Vidyut Nikunj Apartment, Hasanpur, I.P.Extension, Hassanpur, Delhi, 110092, India",hours=2686758  charge=true  motion=true  blocked=false  distance=86.20000000000073  totalDistance=14135.33  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:10:48,28.633859,77.310237,0 m,31.0 km/h,"Vidyut Nikunj Apartment, Hasanpur, I.P.Extension, Hassanpur, Delhi, 110092, India",hours=2698935  charge=true  motion=true  blocked=false  distance=44.95  alarm=parking  totalDistance=14180.28  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:10:55,28.633412,77.310431,0 m,28.0 km/h,"Hasanpur, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2706983  charge=true  motion=true  blocked=false  distance=53.340000000000146  alarm=parking  totalDistance=14233.62  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:11:35,28.630779,77.311491,0 m,15.0 km/h,"Rd Number 57 A, Hasanpur, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2759577  charge=true  motion=true  blocked=false  distance=311.28999999999905  totalDistance=14544.91  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:12:05,28.630153,77.309673,0 m,25.0 km/h,"Mandawali Main Rd, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2776756  charge=true  motion=true  blocked=false  distance=190.82  alarm=parking  totalDistance=14735.73  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:12:35,28.629473,77.307773,0 m,29.0 km/h,"19, Mandawali Main Rd, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2806764  charge=true  motion=true  blocked=false  distance=200.45000000000073  totalDistance=14936.18  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:12:45,28.629306,77.307115,0 m,17.0 km/h,"19, Mandawali Main Rd, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2817121  charge=true  motion=true  blocked=false  distance=66.95  alarm=parking  totalDistance=15003.13  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:12:51,28.629569,77.306978,0 m,21.0 km/h,"66, Maharaja Agarsen Marg, I.P.Extension, Patparganj, ?? ??????, Delhi 110092, India",hours=2821884  charge=true  motion=true  blocked=false  distance=32.210000000000946  alarm=parking  totalDistance=15035.34  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:13:00,28.630183,77.306689,0 m,27.0 km/h,"66, Maharaja Agarsen Marg, I.P.Extension, Patparganj, ?? ??????, Delhi 110092, India",hours=2830888  charge=true  motion=true  blocked=false  distance=73.94000000000051  alarm=parking  totalDistance=15109.28  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:13:15,28.630946,77.306301,0 m,13.0 km/h,"66, Maharaja Agarsen Marg, I.P.Extension, Patparganj, ?? ??????, Delhi 110092, India",hours=2846876  charge=true  motion=true  blocked=false  distance=93.02999999999884  alarm=parking  totalDistance=15202.31  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:13:35,28.630946,77.306301,0 m,0.0 km/h,"66, Maharaja Agarsen Marg, I.P.Extension, Patparganj, ?? ??????, Delhi 110092, India",hours=2856775  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=15202.31  ignition=false  batteryLevel=100
TRUE,2021-04-13 21:13:55,28.630946,77.306301,0 m,0.0 km/h,"66, Maharaja Agarsen Marg, I.P.Extension, Patparganj, ?? ??????, Delhi 110092, India",hours=2856775  charge=true  motion=false  blocked=false  distance=0.0  alarm=parking  totalDistance=15202.31  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:17:26,28.631156,77.306184,0 m,13.0 km/h,"66, Maharaja Agarsen Marg, I.P.Extension, Patparganj, ?? ??????, Delhi 110092, India",hours=2877232  charge=true  motion=true  blocked=false  distance=25.950000000000728  alarm=parking  totalDistance=15228.26  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:17:45,28.632162,77.305703,0 m,24.0 km/h,"Milan Vihar Aparment, 72, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2896792  charge=true  motion=true  blocked=false  distance=121.44000000000051  alarm=parking  totalDistance=15349.7  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:17:55,28.632412,77.305373,0 m,13.0 km/h,"Plot No. 72, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2906793  charge=true  motion=true  blocked=false  distance=42.6299999999992  alarm=parking  totalDistance=15392.33  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:18:02,28.632280,77.304980,0 m,32.0 km/h,"61, IP Ext, I.P.Extension, Patparganj, ?? ??????, Delhi 110092, India",hours=2912899  charge=true  motion=true  blocked=false  distance=41.149999999999636  alarm=parking  totalDistance=15433.48  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:19:05,28.630621,77.299927,0 m,26.0 km/h,"Prince Apartments, Indraprastha extension, plot no. 54, New Delhi, India, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2977301  charge=true  motion=true  blocked=false  distance=527.2000000000007  totalDistance=15960.68  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:19:12,28.630494,77.299645,0 m,6.0 km/h,"Prince Apartments, Indraprastha extension, plot no. 54, New Delhi, India, I.P.Extension, Patparganj, Delhi, 110092, India",hours=2982912  charge=true  motion=true  blocked=false  distance=30.92  alarm=parking  totalDistance=15991.6  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:19:35,28.629068,77.300217,0 m,12.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, New Delhi, Delhi 110092, India",hours=3010649  charge=true  motion=true  blocked=false  distance=168.3099999999995  alarm=parking  totalDistance=16159.91  ignition=true  batteryLevel=100
TRUE,2021-04-13 21:20:16,28.629068,77.300217,0 m,0.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, New Delhi, Delhi 110092, India",hours=3037350  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=16159.91  ignition=false  batteryLevel=100
TRUE,2021-04-13 21:46:55,28.629068,77.300217,0 m,0.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, New Delhi, Delhi 110092, India",hours=3037350  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=16159.91  ignition=false  batteryLevel=100
TRUE,2021-04-13 22:11:55,28.629068,77.300217,0 m,0.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, New Delhi, Delhi 110092, India",hours=3037350  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=16159.91  ignition=false  batteryLevel=100
TRUE,2021-04-13 22:36:55,28.629068,77.300217,0 m,0.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, New Delhi, Delhi 110092, India",hours=3037350  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=16159.91  ignition=false  batteryLevel=100
TRUE,2021-04-13 23:01:55,28.629068,77.300217,0 m,0.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, New Delhi, Delhi 110092, India",hours=3037350  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=16159.91  ignition=false  batteryLevel=100
TRUE,2021-04-13 23:26:55,28.629068,77.300217,0 m,0.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, New Delhi, Delhi 110092, India",hours=3037350  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=16159.91  ignition=false  batteryLevel=100
TRUE,2021-04-13 23:56:55,28.629068,77.300217,0 m,0.0 km/h,"Madhu Vihar Rd, I.P.Extension, Patparganj, New Delhi, Delhi 110092, India",hours=3037350  charge=true  motion=false  blocked=false  distance=0.0  totalDistance=16159.91  ignition=false  batteryLevel=100
